class_mAP,class_recall@1,class_recall@10,class_recall@5,dataset,identity_mean_rank,identity_median_rank,identity_recall@1,identity_recall@10,identity_recall@5,model,n_videos,perturbation,shift_mean_cosine_shift,shift_mean_cosine_similarity,shift_std_cosine_shift,shift_std_cosine_similarity
0.45775054791479497,0.7126805778491172,0.9201444622792937,0.8711878009630819,kinetics400_subset,,,,,,dinov2,2492,clean,,,,
0.4348090156598717,0.6853932584269663,0.9145264847512039,0.8675762439807384,kinetics400_subset,2.8101926163723916,1.0,0.9642857142857143,0.9887640449438202,0.9847512038523274,dinov2,2492,frame_repeat,0.12230154871940613,0.8776984810829163,0.11201551556587219,0.11201551556587219
0.4577505581702632,0.7126805778491172,0.9201444622792937,0.8711878009630819,kinetics400_subset,1.0,1.0,1.0,1.0,1.0,dinov2,2492,shuffle,6.027435883737553e-09,1.0,7.460460693664572e-08,7.484779018795962e-08
0.4577505576343739,0.7126805778491172,0.9201444622792937,0.8711878009630819,kinetics400_subset,1.0,1.0,1.0,1.0,1.0,dinov2,2492,reverse,6.218783266120909e-09,1.0,7.570863402861505e-08,7.596371176532557e-08
0.3547889587747182,0.6456661316211878,0.8992776886035313,0.8398876404494382,kinetics400_subset,4.231139646869984,1.0,0.7371589085072231,0.930577849117175,0.8880417335473515,dinov2,2492,blur,0.3508451581001282,0.649154782295227,0.13875573873519897,0.13875573873519897
0.08761941386094803,0.250565355042967,0.6110357304387155,0.49072817729534146,ssv2_subset,,,,,,dinov2,2211,clean,,,,
0.08289713592563762,0.22749886928991406,0.6069651741293532,0.4798733604703754,ssv2_subset,1.0452284034373587,1.0,0.9800995024875622,0.9995477159656264,0.9972862957937585,dinov2,2211,frame_repeat,0.09367481619119644,0.9063251614570618,0.08209292590618134,0.08209292590618134
0.08761941641290576,0.250565355042967,0.6110357304387155,0.49072817729534146,ssv2_subset,1.0,1.0,1.0,1.0,1.0,dinov2,2211,shuffle,5.499478650250467e-09,1.0,7.424701209401974e-08,7.445049732268672e-08
0.08761938908423846,0.250565355042967,0.6110357304387155,0.49072817729534146,ssv2_subset,1.0,1.0,1.0,1.0,1.0,dinov2,2211,reverse,3.828068528832773e-09,1.0,7.527593481881922e-08,7.537325075190893e-08
0.07063033037307609,0.20171867933061963,0.5689733152419719,0.45047489823609227,ssv2_subset,4.058344640434193,1.0,0.8000904568068747,0.9493441881501583,0.9208502939846224,dinov2,2211,blur,0.374237060546875,0.625762939453125,0.13275524973869324,0.13275524973869324
0.46537439521355745,0.6918138041733547,0.9109149277688604,0.8587479935794543,kinetics400_subset,,,,,,slowfast,2492,clean,,,,
0.3810487624532977,0.6528892455858748,0.89446227929374,0.8390850722311396,kinetics400_subset,48.18258426966292,2.0,0.39285714285714285,0.7375601926163724,0.6256019261637239,slowfast,2492,frame_repeat,0.44074344635009766,0.5592565536499023,0.13148467242717743,0.13148467242717743
0.4115729357106192,0.6649277688603531,0.9081059390048154,0.8535313001605136,kinetics400_subset,6.214285714285714,1.0,0.8679775280898876,0.9622792937399679,0.9394060995184591,slowfast,2492,shuffle,0.16454339027404785,0.8354565501213074,0.10350790619850159,0.10350790619850159
0.4639633151284608,0.6970304975922953,0.9117174959871589,0.858346709470305,kinetics400_subset,1.0,1.0,1.0,1.0,1.0,slowfast,2492,reverse,0.02728164568543434,0.972718358039856,0.01872134767472744,0.01872134767472744
0.169643930137848,0.485553772070626,0.7985553772070626,0.7146869983948636,kinetics400_subset,156.1757624398074,8.0,0.2700642054574639,0.5313001605136437,0.43980738362760835,slowfast,2492,blur,0.4867705702781677,0.5132294297218323,0.14934828877449036,0.14934828877449036
0.0845135177341715,0.23111714156490276,0.6155585707824514,0.4893713251922207,ssv2_subset,,,,,,slowfast,2211,clean,,,,
0.05242358540218098,0.13025780189959293,0.4531886024423338,0.3342379014020805,ssv2_subset,30.18815015829941,1.0,0.561284486657621,0.8005427408412483,0.7390321121664405,slowfast,2211,frame_repeat,0.4133828580379486,0.586617112159729,0.11548005044460297,0.11548005044460297
0.06921053002653457,0.18000904568068749,0.55359565807327,0.4120307553143374,ssv2_subset,11.311623699683402,1.0,0.8715513342379014,0.9633649932157394,0.9443690637720489,slowfast,2211,shuffle,0.2069309949874878,0.7930690050125122,0.1006162017583847,0.1006162017583847
0.08435046973219519,0.23518769787426505,0.6110357304387155,0.4730890999547716,ssv2_subset,1.0004522840343737,1.0,0.9995477159656264,1.0,1.0,slowfast,2211,reverse,0.023352229967713356,0.9766478538513184,0.014113991521298885,0.014113991521298885
0.04815092315594522,0.1352329262777024,0.4762550881953867,0.3414744459520579,ssv2_subset,196.85572139303483,14.0,0.2510176390773406,0.47761194029850745,0.4120307553143374,slowfast,2211,blur,0.4829559326171875,0.5170440673828125,0.13527414202690125,0.13527414202690125
0.12732155969175954,0.4173354735152488,0.7865168539325843,0.684991974317817,kinetics400_subset,,,,,,vjepa,2492,clean,,,,
0.11404271177526497,0.35914927768860355,0.7556179775280899,0.6392455858747994,kinetics400_subset,33.73876404494382,1.0,0.7423756019261637,0.8667736757624398,0.8422953451043339,vjepa,2492,frame_repeat,0.27876999974250793,0.7212299704551697,0.09553028643131256,0.09553028643131256
0.1263580368073074,0.4081059390048154,0.7873194221508828,0.6797752808988764,kinetics400_subset,1.0016051364365972,1.0,0.9987961476725522,1.0,1.0,vjepa,2492,shuffle,0.05008123070001602,0.9499188661575317,0.025678323581814766,0.025678323581814766
0.13131550656699642,0.42335473515248795,0.7921348314606742,0.6918138041733547,kinetics400_subset,1.0036115569823434,1.0,0.9987961476725522,1.0,0.9995987158908507,vjepa,2492,reverse,0.024372698739171028,0.9756273031234741,0.020707039162516594,0.020707039162516594
0.0557560336122398,0.15168539325842698,0.5048154093097913,0.3523274478330658,kinetics400_subset,95.57624398073837,20.0,0.14967897271268057,0.4069020866773676,0.3182182985553772,vjepa,2492,blur,0.35882946848869324,0.6411706209182739,0.08098648488521576,0.08098648488521576
0.08220921925361256,0.2840343735866124,0.6725463591135233,0.5499773857982814,ssv2_subset,,,,,,vjepa,2211,clean,,,,
0.05574472095411576,0.16372682044323836,0.5237449118046132,0.38489371325192223,ssv2_subset,12.444142921754862,1.0,0.8389868837630031,0.9330619629127092,0.9176843057440073,vjepa,2211,frame_repeat,0.20103226602077484,0.798967719078064,0.06803088635206223,0.06803088635206223
0.07952388981932855,0.24287652645861602,0.6476707372229761,0.5151515151515151,ssv2_subset,1.0140208050655812,1.0,0.9923111714156491,1.0,0.9995477159656264,vjepa,2211,shuffle,0.05201398581266403,0.9479860067367554,0.02642533741891384,0.02642533741891384
0.07838408302230544,0.2591587516960651,0.6540027137042063,0.5255540479421077,ssv2_subset,1.0180913613749434,1.0,0.994572591587517,0.9995477159656264,0.9986431478968792,vjepa,2211,reverse,0.02354850061237812,0.9764515161514282,0.02235325239598751,0.02235325239598751
0.03984957838152513,0.1112618724559023,0.4391677973767526,0.3098145635459068,ssv2_subset,116.98009950248756,22.0,0.21031207598371776,0.4052464947987336,0.34283129805517865,vjepa,2211,blur,0.3477441966533661,0.6522557735443115,0.07505983114242554,0.07505983114242554
0.0771006882008344,0.2504012841091493,0.666131621187801,0.53330658105939,kinetics400_subset,,,,,,dismo,2492,clean,,,,
0.04993786401053741,0.07182985553772071,0.38924558587479935,0.24598715890850723,kinetics400_subset,83.13563402889245,12.0,0.2122792937399679,0.47792937399678975,0.3880417335473515,dismo,2492,frame_repeat,0.6898528337478638,0.310147225856781,0.3506542444229126,0.3506542444229126
0.055584491631361366,0.16091492776886035,0.5076243980738363,0.38001605136436595,kinetics400_subset,109.49117174959872,16.0,0.2664526484751204,0.456661316211878,0.3920545746388443,dismo,2492,shuffle,0.435088187456131,0.5649118423461914,0.21430592238903046,0.21430592238903046
0.07437688554136346,0.23515248796147672,0.6528892455858748,0.5080256821829856,kinetics400_subset,76.40650080256822,1.0,0.7528089887640449,0.8334670947030498,0.8126003210272873,dismo,2492,reverse,0.20685701072216034,0.7931429743766785,0.23014292120933533,0.23014292120933533
0.07079307545843615,0.2086677367576244,0.6203852327447833,0.47792937399678975,kinetics400_subset,1.07223113964687,1.0,0.9787319422150883,0.9983948635634029,0.9963884430176565,dismo,2492,blur,0.2026882916688919,0.7973117232322693,0.08608647435903549,0.08608647435903549
0.11350207535275648,0.32654907281772955,0.6811397557666214,0.5689733152419719,ssv2_subset,,,,,,dismo,2211,clean,,,,
0.03663065865388559,0.05879692446856626,0.30303030303030304,0.1931252826775215,ssv2_subset,77.22116689280868,9.0,0.27905924920850295,0.5282677521483492,0.45092718227046585,dismo,2211,frame_repeat,0.3306160569190979,0.6693839430809021,0.16945040225982666,0.16945040225982666
0.043241260898081335,0.06331976481230213,0.2225237449118046,0.1650836725463591,ssv2_subset,328.8941655359566,179.0,0.07010402532790593,0.1555857078245138,0.12256897331524197,dismo,2211,shuffle,0.4796954095363617,0.5203045606613159,0.21015331149101257,0.21015331149101257
0.07070325253656394,0.18453188602442333,0.5287200361827228,0.4093170511080959,ssv2_subset,173.39258254183628,1.0,0.608322026232474,0.7277250113071009,0.694708276797829,dismo,2211,reverse,0.1616104692220688,0.8383895754814148,0.168012797832489,0.168012797832489
0.11008114544888227,0.3034825870646766,0.6540027137042063,0.5251017639077341,ssv2_subset,1.2890094979647218,1.0,0.9574853007688828,0.994572591587517,0.989145183175034,dismo,2211,blur,0.12225398421287537,0.8777459263801575,0.03545249253511429,0.03545249253511429
