class_mAP,class_recall@1,class_recall@10,class_recall@5,dataset,identity_mean_rank,identity_median_rank,identity_recall@1,identity_recall@10,identity_recall@5,model,n_videos,perturbation,shift_mean_cosine_shift,shift_mean_cosine_similarity,shift_std_cosine_shift,shift_std_cosine_similarity
0.12963192358828415,0.284,0.712,0.578,kinetics400_subset,,,,,,dismo,500,clean,,,,
0.1291745626840034,0.264,0.698,0.558,kinetics400_subset,1.0,1.0,1.0,1.0,1.0,dismo,500,grayscale,0.031563736498355865,0.9684363007545471,0.0215455312281847,0.0215455312281847
