class_mAP,class_recall@1,class_recall@10,class_recall@5,dataset,identity_mean_rank,identity_median_rank,identity_recall@1,identity_recall@10,identity_recall@5,model,n_videos,perturbation,shift_mean_cosine_shift,shift_mean_cosine_similarity,shift_std_cosine_shift,shift_std_cosine_similarity
0.41528456804806996,0.680876734365574,0.8944299215765131,0.844158455660567,kinetics400_subset,,,,,,dinov2,4974,clean,,,,
0.388838063873442,0.6531268851799719,0.893625578121858,0.8369193645686708,kinetics400_subset,3.5962195857631207,1.0,0.9511361351297004,0.9831087874522421,0.9740599235873718,dinov2,4974,frame_repeat,0.12725144624710083,0.872748613357544,0.11273270845413208,0.11273270845413208
0.4152845341525833,0.680876734365574,0.8944299215765131,0.844158455660567,kinetics400_subset,1.0,1.0,1.0,1.0,1.0,dinov2,4974,shuffle,5.825026683226042e-09,1.0,7.494449505429657e-08,7.517057554196072e-08
0.4152845693892469,0.680876734365574,0.8944299215765131,0.844158455660567,kinetics400_subset,1.0,1.0,1.0,1.0,1.0,dinov2,4974,reverse,6.040768329995672e-09,1.0,7.625083497941887e-08,7.648979050145499e-08
0.3038264203577518,0.5833500904886386,0.8654735572089282,0.7946913331992761,kinetics400_subset,6.373215362959984,1.0,0.708023325960185,0.9016690126684094,0.8558214357530666,dinov2,4974,blur,0.3443242907524109,0.6556757092475891,0.13787564635276794,0.13787564635276794
0.04710081900068422,0.14779661016949153,0.4546892655367232,0.34146892655367234,ssv2_subset,,,,,,dinov2,4691,clean,,,,
0.04440343782360908,0.1337853107344633,0.43254237288135594,0.3220338983050847,ssv2_subset,1.3312994350282485,1.0,0.9722033898305085,0.9954802259887006,0.9932203389830508,dinov2,4691,frame_repeat,0.09610547125339508,0.9038945436477661,0.08748031407594681,0.08748031407594681
0.04710081904710828,0.14779661016949153,0.4546892655367232,0.34146892655367234,ssv2_subset,1.0,1.0,1.0,1.0,1.0,dinov2,4691,shuffle,4.727961577799533e-09,1.0,7.395763645945408e-08,7.410864100165782e-08
0.047100820052545574,0.14779661016949153,0.4546892655367232,0.34146892655367234,ssv2_subset,1.0,1.0,1.0,1.0,1.0,dinov2,4691,reverse,4.2969223734701245e-09,1.0,7.47291437619424e-08,7.485260056228071e-08
0.03646223743236247,0.12090395480225989,0.40790960451977404,0.2983050847457627,ssv2_subset,6.828474576271186,1.0,0.7378531073446327,0.9204519774011299,0.8872316384180791,dinov2,4691,blur,0.3768174946308136,0.623182475566864,0.130778968334198,0.130778968334198
0.4389166848361685,0.6676050673637643,0.8811582545747034,0.8335009048863865,kinetics400_subset,,,,,,slowfast,4974,clean,,,,
